"","lowerBound","upperBound","middle","corArray"
"1",-0.078841554739691,0.404052113826402,0.162605279543355,0
"2",-0.0967081827884881,0.387742759556553,0.145517288384032,0
"3",-0.114024000105031,0.371325772889298,0.128650886392133,0
"4",-0.130836943566633,0.354723355071258,0.111943205752312,0
"5",-0.147181833790942,0.337864419247528,0.0953412927282931,0
"6",-0.163084558906394,0.320681114568781,0.0787982778311937,0
"7",-0.17856539303194,0.303105597284343,0.0622701021262015,0
"8",-0.193641751596709,0.285066727541186,0.0457124879722387,0
"9",-0.208330607300433,0.266486371423391,0.0290778820614788,0
"10",-0.222650750756589,0.247274937852532,0.0123120935479716,0
