"","lowerBound","upperBound","middle","corArray"
"1",0.00689506559538305,0.474293221552089,0.240594143573736,0
"2",0.00903942701114388,0.471322974571417,0.24018120079128,0.0988482249480614
"3",0.0105246227292916,0.468489307005464,0.239506964867378,0.191125694618226
"4",0.0113864294170245,0.465773214087502,0.238579821752263,0.27178465669227
"5",0.0116521860712318,0.463159502992087,0.23740584453166,0.338140473806769
"6",0.0113426752767829,0.460635653147942,0.235989164212362,0.389824765659598
"7",0.0104732966530003,0.458190966354637,0.234332131503819,0.428141818211595
"8",0.00905471041469408,0.455815900051141,0.232435305232918,0.455272231643198
"9",0.00709305004272459,0.453501508844826,0.230297279443775,0.473627495064799
"10",0.00458974554463043,0.451238936587104,0.227914341065867,0.485452653191823
