"","lowerBound","upperBound","middle","corArray"
"1",-0.210804792512929,0.386626154620883,0.0879106810539772,0
"2",-0.222339039623514,0.393436618009298,0.0855487891928923,0.0988482249480614
"3",-0.233859196610705,0.400375976423384,0.0832583899063394,0.191125694618226
"4",-0.2454137058789,0.407463516577479,0.0810249053492894,0.27178465669227
"5",-0.257047084397543,0.414717033070762,0.0788349743366099,0.338140473806769
"6",-0.268802104166184,0.422153881239601,0.0766758885367081,0.389824765659598
"7",-0.280721862808216,0.429792073527408,0.0745351053595959,0.428141818211595
"8",-0.292851932849896,0.437651513762162,0.0723997904561329,0.455272231643198
"9",-0.305242786340025,0.445755479106778,0.0702563463833769,0.473627495064799
"10",-0.317952730353614,0.454132492015412,0.0680898808308987,0.485452653191823
