"","lowerBound","upperBound","middle","corArray"
"1",0.039082623750864,0.137252284437936,0.0881674540944002,0
"2",0.0320929062577959,0.137269688175031,0.0846812972164133,0.0988482249480614
"3",0.0249363128515392,0.137288095253705,0.0811122040526222,0.191125694618226
"4",0.0175849372789593,0.137311768296116,0.0774483527875377,0.27178465669227
"5",0.0100142761068927,0.137345311572906,0.0736797938398995,0.338140473806769
"6",0.00220161148590664,0.137393565614164,0.0697975885500356,0.389824765659598
"7",-0.00587541463249072,0.1374615707757,0.0657930780716047,0.428141818211595
"8",-0.0142401764180051,0.137554583426569,0.061657203504282,0.455272231643198
"9",-0.0229185154333369,0.137678139410653,0.0573798119886578,0.473627495064799
"10",-0.031940396802347,0.137838167406175,0.052948885301914,0.485452653191823
