"","lowerBound","upperBound","middle","corArray"
"1",-0.750400238237505,0.389967422927417,-0.180216407655044,0
"2",-0.753398107847617,0.38700963091174,-0.183194238467938,0.0988482249480614
"3",-0.756260789713057,0.384048043168437,-0.18610637327231,0.191125694618226
"4",-0.759003319186497,0.381070405822356,-0.188966456682071,0.27178465669227
"5",-0.7616385368966,0.378064588876938,-0.191786974009831,0.338140473806769
"6",-0.76417781557404,0.375017962477363,-0.194579926548339,0.389824765659598
"7",-0.766631668188337,0.371916714021899,-0.197357477083219,0.428141818211595
"8",-0.769010296658258,0.368745035043022,-0.200132630807618,0.455272231643198
"9",-0.771324133374542,0.365484084151533,-0.202920024611504,0.473627495064799
"10",-0.773584429521338,0.362110590646476,-0.205736919437431,0.485452653191823
