"","lowerBound","upperBound","middle","corArray"
"1",-0.410778841741961,0.528019465462137,0.0586203118600877,0
"2",-0.418688841049044,0.553798531852242,0.0675548454015991,0.0988482249480614
"3",-0.426198732162176,0.578418738190426,0.0761100030141246,0.191125694618226
"4",-0.433340428296206,0.601992499006371,0.0843260353550827,0.27178465669227
"5",-0.44014028235708,0.624607804236821,0.0922337609398705,0.338140473806769
"6",-0.446621105437782,0.646335879737728,0.0998573871499727,0.389824765659598
"7",-0.452803682873748,0.667236939532469,0.10721662832936,0.428141818211595
"8",-0.458707929983523,0.687364634127143,0.11432835207181,0.455272231643198
"9",-0.464353794300216,0.706769620933952,0.121207913316868,0.473627495064799
"10",-0.469761989475111,0.725502577172228,0.127870293848559,0.485452653191823
