"","lowerBound","upperBound","middle","corArray"
"1",0.106218885829916,0.334415872136504,0.22031737898321,0
"2",0.107717881015511,0.345060616764788,0.22638924889015,0.0988482249480614
"3",0.109052555653968,0.355481958879679,0.232267257266824,0.191125694618226
"4",0.110233027962511,0.36574460462564,0.237988816294076,0.27178465669227
"5",0.111265943452779,0.375902948191081,0.24358444582193,0.338140473806769
"6",0.112155200098825,0.386004543704813,0.249079871901819,0.389824765659598
"7",0.112902417900051,0.396092873598701,0.254497645749376,0.428141818211595
"8",0.113507220438102,0.406209721931338,0.25985847118472,0.455272231643198
"9",0.113967365333127,0.416397392030452,0.265182378681789,0.473627495064799
"10",0.114278738396129,0.426700981276014,0.270489859836071,0.485452653191823
