"","lowerBound","upperBound","middle","corArray"
"1",0.139832670523873,0.945023917818049,0.542428294170961,0
"2",0.14747657421,0.936433442596712,0.541955008403356,0.0988482249480614
"3",0.154076675391951,0.928439135044164,0.541257905218057,0.191125694618226
"4",0.159730417743885,0.920953764323216,0.54034209103355,0.27178465669227
"5",0.164513707304005,0.913906835424423,0.539210271364214,0.338140473806769
"6",0.168486224871736,0.907239892411427,0.537863058641581,0.389824765659598
"7",0.171695067293098,0.900903103424485,0.536299085358791,0.428141818211595
"8",0.174177225032058,0.894852673717051,0.534514949374554,0.455272231643198
"9",0.175961209844458,0.889048779684295,0.532504994764377,0.473627495064799
"10",0.177068020247442,0.883453800279566,0.530260910263504,0.485452653191823
