"","lowerBound","upperBound","middle","corArray"
"1",-0.388148327071239,0.516233948352771,0.064042810640766,0
"2",-0.369436634814231,0.526816288231352,0.0786898267085603,0.0988482249480614
"3",-0.351087753881018,0.536094187590864,0.0925032168549232,0.191125694618226
"4",-0.333098873057549,0.544290481896725,0.105595804419588,0.27178465669227
"5",-0.315468067525109,0.551580965415721,0.118056448945306,0.338140473806769
"6",-0.298193354080832,0.558107337380054,0.129956991649611,0.389824765659598
"7",-0.28127152866948,0.563986024731167,0.141357248030843,0.428141818211595
"8",-0.264696903834592,0.569314331431513,0.152308713798461,0.455272231643198
"9",-0.248459972751451,0.574174821437594,0.162857424343072,0.473627495064799
"10",-0.232545969492795,0.578638517405288,0.173046273956246,0.485452653191823
