"","lowerBound","upperBound","middle","corArray"
"1",0.266695322706158,0.73032419360418,0.498509758155169,0
"2",0.269084026267306,0.728517229017509,0.498800627642407,0.0988482249480614
"3",0.271527033815176,0.726753554523514,0.499140294169345,0.191125694618226
"4",0.274007047471176,0.725032864086015,0.499519955778596,0.27178465669227
"5",0.276507161707413,0.723355804416964,0.499931483062188,0.338140473806769
"6",0.279011000913067,0.721723572856365,0.500367286884716,0.389824765659598
"7",0.281502857661908,0.720137611383765,0.500820234522836,0.428141818211595
"8",0.283967827396229,0.7185993669565,0.501283597176365,0.455272231643198
"9",0.28639193730066,0.717110097183216,0.501751017241938,0.473627495064799
"10",0.288762268905759,0.715670705326807,0.502216487116283,0.485452653191823
