"","lowerBound","upperBound","middle","corArray"
"1",0.486205221433524,0.926649767861325,0.706427494647425,0
"2",0.500699223116378,0.918303175437623,0.709501199277001,0.0988482249480614
"3",0.51342511482283,0.910832993434793,0.712129054128812,0.191125694618226
"4",0.524631141392993,0.904088207562872,0.714359674477933,0.27178465669227
"5",0.534512396103805,0.897950076415349,0.716231236259577,0.338140473806769
"6",0.54322516481982,0.892323173364858,0.717774169092339,0.389824765659598
"7",0.550896788041545,0.887129191739065,0.719012989890305,0.428141818211595
"8",0.557632576080868,0.882302531156445,0.719967553618656,0.455272231643198
"9",0.563520737143902,0.87778704697602,0.720653892059961,0.473627495064799
"10",0.568635931776047,0.873533558421571,0.721084745098809,0.485452653191823
