"","lowerBound","upperBound","middle","corArray"
"1",-0.614702328982964,1.0599149407498,0.222606305883417,0
"2",-0.584515233978188,1.04568447356337,0.230584619792591,0.0988482249480614
"3",-0.557802418341506,1.03276766763611,0.237482624647303,0.191125694618226
"4",-0.534019404171715,1.02097048433457,0.24347554008143,0.27178465669227
"5",-0.51274584603974,1.01013880888454,0.248696481422401,0.338140473806769
"6",-0.49364954938605,1.00014776896107,0.253249109787507,0.389824765659598
"7",-0.476462247320299,0.990894138802712,0.257215945741207,0.428141818211595
"8",-0.460962912809346,0.982290862557351,0.260663974874003,0.455272231643198
"9",-0.446966012196991,0.974263032697682,0.263648510250346,0.473627495064799
"10",-0.434313062227579,0.966744865848336,0.266215901810378,0.485452653191823
