"","lowerBound","upperBound","middle","corArray"
"1",-0.261664784682952,0.0209922420953178,-0.120336271293817,0
"2",-0.264231399003191,0.027197504706364,-0.118516947148413,0.0988482249480614
"3",-0.266801401424953,0.0335600430569192,-0.116620679184017,0.191125694618226
"4",-0.269390236048333,0.0401108552830582,-0.114639690382637,0.27178465669227
"5",-0.27201299495151,0.0468813696404156,-0.112565812655547,0.338140473806769
"6",-0.274685079392108,0.0539049330647622,-0.110390073163673,0.389824765659598
"7",-0.277422885523887,0.0612184329006396,-0.108102226311624,0.428141818211595
"8",-0.280244583437608,0.0688642120289446,-0.105690185704332,0.455272231643198
"9",-0.283171073083872,0.0768924800195599,-0.103139296532156,0.473627495064799
"10",-0.286227230837546,0.0853645025906143,-0.100431364123466,0.485452653191823
