"","lowerBound","upperBound","middle","corArray"
"1",0.276852971628041,0.477755978971107,0.377304475299574,0
"2",0.263137602837359,0.474261759907686,0.368699681372523,0.0988482249480614
"3",0.249719214280598,0.470942579333697,0.360330896807147,0.191125694618226
"4",0.236520731150752,0.467779654587225,0.352150192868988,0.27178465669227
"5",0.223475409000428,0.46475871313818,0.344117061069304,0.338140473806769
"6",0.210523049876895,0.461868756544168,0.336195903210532,0.389824765659598
"7",0.197606863055245,0.459101134975074,0.32835399901516,0.428141818211595
"8",0.184670651842852,0.456448817131186,0.320559734487019,0.455272231643198
"9",0.171656059486103,0.45390577396107,0.312780916723587,0.473627495064799
"10",0.158499615251678,0.451466411450592,0.304983013351135,0.485452653191823
