"","lowerBound","upperBound","middle","correlation"
"1",-0.51180706251755,1.1560883466276,0.322140642055027,0.0988482249480614
"2",-0.521052503704211,1.16682341365533,0.322885454975561,0.191125694618226
"3",-0.530111721538844,1.17678351957499,0.323335899018072,0.27178465669227
"4",-0.539037428215732,1.18605536535457,0.323508968569421,0.338140473806769
"5",-0.54787133260803,1.19470652783835,0.32341759761516,0.389824765659598
"6",-0.556647362286713,1.20279038781223,0.323071512762757,0.428141818211595
"7",-0.565394167681423,1.2103496910197,0.32247776166914,0.455272231643198
"8",-0.574137196611887,1.21741918703461,0.321640995211363,0.473627495064799
"9",-0.582900548364615,1.22402763840915,0.320563545022269,0.485452653191823
"10",-0.591708777376778,1.23019939845693,0.319245310540076,0.492643334768602
