"","lowerBound","upperBound","middle","correlation"
"1",-0.123695268605247,0.31349696423021,0.0949008478124817,0
"2",-0.121261899481739,0.322666710495549,0.100702405506905,0.0988482249480614
"3",-0.118657989877811,0.331585343405968,0.106463676764079,0.191125694618226
"4",-0.115875733485633,0.340295794630334,0.112210030572351,0.27178465669227
"5",-0.112906859595508,0.348834473851347,0.11796380712792,0.338140473806769
"6",-0.109742229787941,0.357233547196902,0.123745658704481,0.389824765659598
"7",-0.106371330834841,0.365522815153839,0.129575742159499,0.428141818211595
"8",-0.102781613197457,0.3737313735111,0.135474880156821,0.455272231643198
"9",-0.0989576051793683,0.381889208361153,0.141465801590892,0.473627495064799
"10",-0.0948797011409623,0.390028868167861,0.147574583513449,0.485452653191823
